,Pais,Codigo,Periodo,Value,Indicador
51,Australia,AUS,2018,0.00013,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
52,Barbados,BRB,2005,0.00027,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
53,Barbados,BRB,2006,0.0002,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
54,Barbados,BRB,2007,0.00061,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
55,Barbados,BRB,2008,0.00027,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
56,Barbados,BRB,2009,0.00033,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
57,Barbados,BRB,2010,0.00043,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
58,Barbados,BRB,2011,0.00029,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
59,Barbados,BRB,2012,0.00014,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
60,Barbados,BRB,2013,0.00022,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
61,Barbados,BRB,2014,0.00077,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
62,Barbados,BRB,2015,0.0003,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
63,Barbados,BRB,2016,0.00041,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
64,Barbados,BRB,2017,0.00042,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
65,Barbados,BRB,2018,0.0001,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
66,Belize,BLZ,2007,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
67,Belize,BLZ,2008,0.85049,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
68,Belize,BLZ,2009,9.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
69,Belize,BLZ,2010,0.00836,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
70,Belize,BLZ,2011,0,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
71,Bhutan,BTN,2009,0.04595,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
72,Bhutan,BTN,2010,0.00084,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
73,Bhutan,BTN,2011,0.04346,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
74,Bhutan,BTN,2012,0.00015,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
75,Bhutan,BTN,2013,0.00361,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
76,Bhutan,BTN,2014,0.00112,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
77,Bhutan,BTN,2015,0.00013,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
78,Bhutan,BTN,2017,0.0041,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
79,Bhutan,BTN,2018,0.00071,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
80,Bolivia,BOL,2005,0.00445,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
81,Bolivia,BOL,2006,0.00202,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
82,Bolivia,BOL,2007,0.00525,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
83,Bolivia,BOL,2008,0.00532,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
84,Bolivia,BOL,2009,0.00339,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
85,Bolivia,BOL,2010,0.04448,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
86,Bolivia,BOL,2011,0.02154,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
87,Bolivia,BOL,2012,0.00253,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
88,Bolivia,BOL,2013,0.00145,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
89,Bolivia,BOL,2014,0.00177,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
90,Bolivia,BOL,2015,0.00035,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
91,Botswana,BWA,2018,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
92,Bulgaria,BGR,2015,0.00148,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
93,Bulgaria,BGR,2016,0.00032,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
94,Bulgaria,BGR,2017,0.00222,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
95,Bulgaria,BGR,2018,0.00071,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
96,Burkina Faso,BFA,2008,0.00288,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
97,Burkina Faso,BFA,2009,0.01507,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
98,Burkina Faso,BFA,2010,0.01288,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
99,Burkina Faso,BFA,2013,0.00334,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
100,Burkina Faso,BFA,2014,0.00217,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
101,Burkina Faso,BFA,2015,0.00694,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
102,Burundi,BDI,2015,0.00579,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
103,Burundi,BDI,2016,0.00893,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
104,Burundi,BDI,2017,0.00674,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
105,Cambodia,KHM,2005,0.00561,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
106,Cambodia,KHM,2006,0.00472,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
107,Cambodia,KHM,2007,0.0081,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
108,Cambodia,KHM,2008,0.00678,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
109,Cambodia,KHM,2009,0.13757,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
110,Cambodia,KHM,2010,0.01603,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
111,Cambodia,KHM,2011,0.04441,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
112,Cambodia,KHM,2012,0.00636,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
113,Cambodia,KHM,2013,0.02579,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
114,Cambodia,KHM,2014,0.00162,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
115,Cambodia,KHM,2015,0.00358,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
116,Cambodia,KHM,2016,0.0014,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
117,Cambodia,KHM,2017,0.00275,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
118,Cape Verde,CPV,2009,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
119,Cape Verde,CPV,2014,0.00322,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
120,Cape Verde,CPV,2015,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
121,Cape Verde,CPV,2017,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
122,Chile,CHL,2005,0.00061,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
123,Chile,CHL,2006,0.0003,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
124,Chile,CHL,2007,0.00061,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
125,Chile,CHL,2008,0.00028,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
126,Chile,CHL,2010,0.01634,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
127,Chile,CHL,2011,7.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
128,Chile,CHL,2012,2.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
129,Chile,CHL,2014,0.00076,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
130,Chile,CHL,2015,0.00083,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
131,Chile,CHL,2016,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
132,Chile,CHL,2017,0.00049,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
133,Colombia,COL,2005,0.00138,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
134,Colombia,COL,2006,0.00062,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
135,Colombia,COL,2007,0.04056,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
136,Colombia,COL,2008,0.03771,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
137,Colombia,COL,2009,0.03838,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
138,Colombia,COL,2010,2.67704,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
139,Colombia,COL,2011,2.52435,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
140,Colombia,COL,2012,0.03158,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
141,Colombia,COL,2013,0.02951,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
142,Colombia,COL,2014,0.20254,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
143,Colombia,COL,2015,0.14573,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
144,Colombia,COL,2016,0.6589,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
145,Colombia,COL,2017,0.32146,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
146,Colombia,COL,2018,0.18025,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
147,Comoros,COM,2012,0.00711,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
148,Comoros,COM,2013,0,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
149,Cook Islands,COK,2005,0,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
150,Cook Islands,COK,2010,0,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
151,Costa Rica,CRI,2015,0.00317,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
152,Costa Rica,CRI,2016,0.00076,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
153,Costa Rica,CRI,2017,0.00986,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
154,Costa Rica,CRI,2018,0.00026,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
155,Croatia,HRV,2017,0.00517,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
156,Cyprus,CYP,2006,0.0001,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
157,Cyprus,CYP,2007,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
158,Cyprus,CYP,2008,0,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
159,Cyprus,CYP,2009,3.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
160,Cyprus,CYP,2010,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
161,Cyprus,CYP,2011,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
162,Cyprus,CYP,2012,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
163,Cyprus,CYP,2013,2.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
164,Cyprus,CYP,2014,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
165,Cyprus,CYP,2015,1.00E-05,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
166,Cyprus,CYP,2017,0.00027,Pérdidas económicas directas atribuidas a las catástrofes en relación con el PIB (%) 
